ID,Year,Make,Model,CC,Miles,Price
60995,2008,SUZUKI,S40,650,5908,$2670
60373,2013,SUZUKI,SFV650 GLADIUS,650,2192,SOLD
60740,2005,SUZUKI,SV1000,1000,18801,SOLD
60515,2002,SUZUKI,SV650,650,14932,$3260
60624,2009,SUZUKI,TU250,250,12179,SOLD
60430,2002,SUZUKI,VL800,800,20986,$2970
60879,1999,SUZUKI,VS800,800,3868,$2454
60980,2005,SWIFT MOTORCYCLES,PUNISHER RF,1917,6678,$8970
61063,2011,TRIUMPH,AMERICA,865,2856,$5560
51759,2012,TRIUMPH,BONNEVILLE,865,13404,$5460
60782,2013,TRIUMPH,BONNEVILLE T100,865,7694,$6454
60960,2006,TRIUMPH,ROCKET III CLASSIC,2300,10446,$7970
60889,2015,TRIUMPH,ROCKET III TOURING,2300,27,$12970
60964,2013,TRIUMPH,SPEED TRIPLE,1050,2554,$8970
51260,1998,TRIUMPH,SPRINT SS,885,34568,SOLD
60406,2010,TRIUMPH,THUNDERBIRD,1600,8935,SOLD
60941,2015,TRIUMPH,THUNDERBIRD,1700,27,SOLD
60944,2015,TRIUMPH,THUNDERBIRD,1700,27,$9970
60363,2011,TRIUMPH,TIGER 800,800,52620,$4950
60943,2015,TRIUMPH,TIGER EXPLORER ABS,1215,27,SOLD
61027,2009,VICTORY,8-BALL VEGAS,1634,22583,$6954
61018,2013,VICTORY,VISION TOUR,1731,9274,$11970
60935,2014,YAMAHA,BOLT,950,6429,In Transit
60606,2015,YAMAHA,BOLT C-SPEC,950,192,$5970
006976,2010,YAMAHA,FJR1300,1300,15873,$6970
51461,2009,YAMAHA,FJR1300A ABS,1300,18269,$6260
60975,2013,YAMAHA,FJR1300A ABS,1300,9796,SOLD
60792,2015,YAMAHA,FZ-07,700,702,$6360
60357,2014,YAMAHA,FZ-09,900,11136,$6460
60783,2009,YAMAHA,FZ6R,600,2828,$4460
60360,2015,YAMAHA,FZ6R,600,10463,$5260
60173,2013,YAMAHA,FZ8,800,3214,$5970
60833,1999,YAMAHA,R1,1000,48439,$3960
60196,2001,YAMAHA,R1,1000,29154,SOLD
51148,2004,YAMAHA,R1,1000,10660,SOLD
60625,2006,YAMAHA,R1,1000,23943,SOLD
60787,2008,YAMAHA,R1,1000,24616,SOLD
60748,2011,YAMAHA,R1,1000,7551,SOLD
61073,2013,YAMAHA,R1,1000,9314,In Transit
60793,2015,YAMAHA,R3,300,500,$4760Call First
51279,1999,YAMAHA,R6,600,22582,SOLD
60050,2007,YAMAHA,R6,600,20252,SOLD
61055,2007,YAMAHA,R6,600,21226,In Transit
60987,2008,YAMAHA,R6,600,8080,In Transit
60898,2009,YAMAHA,R6,600,4445,$7354
60254,2012,YAMAHA,R6,600,675,SOLD
61029,2012,YAMAHA,R6,600,2348,$9454
61047,2014,YAMAHA,R6,600,8015,$8454
60799,2012,YAMAHA,RAIDER S,1900,3752,$9260
60467,2007,YAMAHA,ROAD STAR SILVERADO,1700,21084,$4960
60695,2014,YAMAHA,ROAD STAR SILVERADO,1700,6765,$8970
60131,2007,YAMAHA,ROADLINER S,1900,2744,SOLD
60743,2006,YAMAHA,STRATOLINER,1900,71831,$4660
60917,2010,YAMAHA,STRATOLINER DLX,1900,18962,SOLD
60555,2011,YAMAHA,STRYKER,1300,12442,$5980
60686,2013,YAMAHA,STRYKER,1300,5955,SOLD
60535,2006,YAMAHA,WARRIOR,1700,30217,$5260
61061,2009,YAMAHA,WR250X,250,3386,SOLD
50817,1980,YAMAHA,XS650,650,18172,SOLD
60981,2014,YAMAHA,XV250,250,941,SOLD
60429,2003,YAMAHA,XVS1100 CLASSIC,1100,18082,$2960
60620,2004,YAMAHA,XVS1100 CLASSIC,1100,44238,$3760
60655,2004,YAMAHA,XVS1100 CUSTOM,1100,30169,$3660
60559,2008,YAMAHA,XVS1100 SILVERADO,1100,11787,$4560
60490,2007,YAMAHA,XVS1300 TOURER,1300,59242,$3980
60459,2012,YAMAHA,XVS1300 TOURER,1300,18795,$6760
51303,2003,YAMAHA,XVS650 CLASSIC,650,6331,SOLD
51496,2013,YAMAHA,XVS650 CUSTOM,650,2625,$3450
60347,2007,YAMAHA,XVS650 SILVERADO,650,13109,$2980
60955,2009,YAMAHA,XVS950,950,5635,$4660
60534,2014,YAMAHA,XVS950 TOURER,950,12526,$6260
51512,2008,YAMAHA,XVZ1300 ROYAL STAR,1300,43415,$3450
60670,2005,YAMAHA,XVZ1300 TOUR DELUXE,1300,34154,$4560
50815,1991,YAMAHA,XVZ1300 VENTURE,1300,27035,SOLD
G05789,2016,ZERO,DSR ZF13.0,,5,$15995
